task_id,worker_cap,stage,observed_sec,estimated_sec,call_sum_sec,noncall_overhead_sec,attempt_count,max_same_depth_modules
devs_gen-glm-HouseHeating-run_01,4,full_generation,225.84,204.136,,,1,2
devs_gen-glm-HouseHeating-run_01,8,1,180.2,165.741,180.146,0.054,1,2
devs_gen-glm-HouseHeating-run_01,8,2,18.6,11.355,18.586,0.014,1,2
devs_gen-glm-HouseHeating-run_01,8,full_generation,225.84,204.136,,,1,2
devs_gen-glm-SAA-run_01,1,1,356.6,356.6,356.54,0.06,1,5
devs_gen-glm-SAA-run_01,1,2,104.6,104.6,104.462,0.138,1,5
devs_gen-glm-SAA-run_01,1,full_generation,488.95,488.95,,,1,5
devs_gen-glm-SAA-run_01,2,1,356.6,311.338,356.54,0.06,1,5
devs_gen-glm-SAA-run_01,2,2,104.6,90.504,104.462,0.138,1,5
devs_gen-glm-SAA-run_01,2,full_generation,488.95,429.592,,,1,5
devs_gen-glm-SAA-run_01,4,1,356.6,291.081,356.54,0.06,1,5
devs_gen-glm-SAA-run_01,4,2,104.6,84.225,104.462,0.138,1,5
devs_gen-glm-SAA-run_01,4,full_generation,488.95,403.056,,,1,5
devs_gen-glm-SAA-run_01,8,1,356.6,282.656,356.54,0.06,1,5
devs_gen-glm-SAA-run_01,8,2,104.6,80.298,104.462,0.138,1,5
devs_gen-glm-SAA-run_01,8,full_generation,488.95,390.704,,,1,5
devs_gen-glm-StoreCashier-run_01,1,1,119.6,119.6,119.545,0.055,1,1
devs_gen-glm-StoreCashier-run_01,1,2,51.0,51.0,50.949,0.051,1,1
devs_gen-glm-StoreCashier-run_01,1,full_generation,365.57,365.57,,,1,1
devs_gen-glm-StoreCashier-run_01,2,1,119.6,119.6,119.545,0.055,1,1
devs_gen-glm-StoreCashier-run_01,2,2,51.0,51.0,50.949,0.051,1,1
devs_gen-glm-StoreCashier-run_01,2,full_generation,365.57,365.57,,,1,1
devs_gen-glm-StoreCashier-run_01,4,1,119.6,119.6,119.545,0.055,1,1
devs_gen-glm-StoreCashier-run_01,4,2,51.0,51.0,50.949,0.051,1,1
devs_gen-glm-StoreCashier-run_01,4,full_generation,365.57,365.57,,,1,1
devs_gen-glm-StoreCashier-run_01,8,1,119.6,119.6,119.545,0.055,1,1
devs_gen-glm-StoreCashier-run_01,8,2,51.0,51.0,50.949,0.051,1,1
devs_gen-glm-StoreCashier-run_01,8,full_generation,365.57,365.57,,,1,1
devs_gen-gpt-ABP-run_01,1,1,148.2,148.2,148.147,0.053,1,3
devs_gen-gpt-ABP-run_01,1,2,56.4,56.4,56.3,0.1,1,3
devs_gen-gpt-ABP-run_01,1,full_generation,219.45,219.45,,,1,3
devs_gen-gpt-ABP-run_01,2,1,148.2,129.028,148.147,0.053,1,3
devs_gen-gpt-ABP-run_01,2,2,56.4,35.491,56.3,0.1,1,3
devs_gen-gpt-ABP-run_01,2,full_generation,219.45,179.369,,,1,3
devs_gen-gpt-ABP-run_01,4,1,148.2,117.562,148.147,0.053,1,3
devs_gen-gpt-ABP-run_01,4,2,56.4,27.224,56.3,0.1,1,3
devs_gen-gpt-ABP-run_01,4,full_generation,219.45,159.636,,,1,3
devs_gen-gpt-ABP-run_01,8,1,148.2,117.562,148.147,0.053,1,3
devs_gen-gpt-ABP-run_01,8,2,56.4,27.224,56.3,0.1,1,3
devs_gen-gpt-ABP-run_01,8,full_generation,219.45,159.636,,,1,3
devs_gen-gpt-SA-run_01,1,1,221.0,221.0,220.939,0.061,1,5
devs_gen-gpt-SA-run_01,1,2,82.8,82.8,82.738,0.062,1,5
devs_gen-gpt-SA-run_01,1,full_generation,320.28,320.28,,,1,5
devs_gen-gpt-SA-run_01,2,1,221.0,182.091,220.939,0.061,1,5
devs_gen-gpt-SA-run_01,2,2,82.8,46.673,82.738,0.062,1,5
devs_gen-gpt-SA-run_01,2,full_generation,320.28,245.244,,,1,5
devs_gen-gpt-SA-run_01,4,1,221.0,159.601,220.939,0.061,1,5
devs_gen-gpt-SA-run_01,4,2,82.8,27.51,82.738,0.062,1,5
devs_gen-gpt-SA-run_01,4,full_generation,320.28,203.591,,,1,5
devs_gen-gpt-SA-run_01,8,1,221.0,158.652,220.939,0.061,1,5
devs_gen-gpt-SA-run_01,8,2,82.8,27.51,82.738,0.062,1,5
devs_gen-gpt-SA-run_01,8,full_generation,320.28,202.642,,,1,5
devs_gen-gpt-barbershop-run_01,1,1,189.2,189.2,189.117,0.083,1,4
devs_gen-gpt-barbershop-run_01,1,2,71.3,71.3,71.231,0.069,1,4
devs_gen-gpt-barbershop-run_01,1,full_generation,274.12,274.12,,,1,4
devs_gen-gpt-barbershop-run_01,2,1,189.2,157.488,189.117,0.083,1,4
devs_gen-gpt-barbershop-run_01,2,2,71.3,40.687,71.231,0.069,1,4
devs_gen-gpt-barbershop-run_01,2,full_generation,274.12,211.795,,,1,4
devs_gen-gpt-barbershop-run_01,4,1,189.2,140.352,189.117,0.083,1,4
devs_gen-gpt-barbershop-run_01,4,2,71.3,26.407,71.231,0.069,1,4
devs_gen-gpt-barbershop-run_01,4,full_generation,274.12,180.379,,,1,4
devs_gen-gpt-barbershop-run_01,8,1,189.2,140.352,189.117,0.083,1,4
devs_gen-gpt-barbershop-run_01,8,2,71.3,26.407,71.231,0.069,1,4
devs_gen-gpt-barbershop-run_01,8,full_generation,274.12,180.379,,,1,4
devs_gen-gpt-SEIRD-run_01,1,1,66.7,66.7,66.667,0.033,1,1
devs_gen-gpt-SEIRD-run_01,1,2,25.4,25.4,25.338,0.062,1,1
devs_gen-gpt-SEIRD-run_01,1,full_generation,109.06,109.06,,,1,1
devs_gen-gpt-SEIRD-run_01,2,1,66.7,66.7,66.667,0.033,1,1
devs_gen-gpt-SEIRD-run_01,2,2,25.4,25.4,25.338,0.062,1,1
devs_gen-gpt-SEIRD-run_01,2,full_generation,109.06,109.06,,,1,1
devs_gen-gpt-SEIRD-run_01,4,1,66.7,66.7,66.667,0.033,1,1
devs_gen-gpt-SEIRD-run_01,4,2,25.4,25.4,25.338,0.062,1,1
devs_gen-gpt-SEIRD-run_01,4,full_generation,109.06,109.06,,,1,1
devs_gen-gpt-SEIRD-run_01,8,1,66.7,66.7,66.667,0.033,1,1
devs_gen-gpt-SEIRD-run_01,8,2,25.4,25.4,25.338,0.062,1,1
devs_gen-gpt-SEIRD-run_01,8,full_generation,109.06,109.06,,,1,1
devs_gen-gpt-OTrain-run_01,1,1,164.3,164.3,164.243,0.057,1,3
devs_gen-gpt-OTrain-run_01,1,2,76.9,76.9,76.845,0.055,1,3
devs_gen-gpt-OTrain-run_01,1,full_generation,270.11,270.11,,,1,3
devs_gen-gpt-OTrain-run_01,2,1,164.3,138.827,164.243,0.057,1,3
devs_gen-gpt-OTrain-run_01,2,2,76.9,55.115,76.845,0.055,1,3
devs_gen-gpt-OTrain-run_01,2,full_generation,270.11,222.852,,,1,3
devs_gen-gpt-OTrain-run_01,4,1,164.3,123.49,164.243,0.057,1,3
devs_gen-gpt-OTrain-run_01,4,2,76.9,39.203,76.845,0.055,1,3
devs_gen-gpt-OTrain-run_01,4,full_generation,270.11,191.603,,,1,3
devs_gen-gpt-OTrain-run_01,8,1,164.3,123.49,164.243,0.057,1,3
devs_gen-gpt-OTrain-run_01,8,2,76.9,39.203,76.845,0.055,1,3
devs_gen-gpt-OTrain-run_01,8,full_generation,270.11,191.603,,,1,3
devs_gen-gpt-oft-run_01,1,1,328.7,328.7,328.597,0.103,1,8
devs_gen-gpt-oft-run_01,1,2,143.5,143.5,143.336,0.164,1,8
devs_gen-gpt-oft-run_01,1,full_generation,487.89,487.89,,,1,8
devs_gen-gpt-oft-run_01,2,1,328.7,241.877,328.597,0.103,1,8
devs_gen-gpt-oft-run_01,2,2,143.5,81.255,143.336,0.164,1,8
devs_gen-gpt-oft-run_01,2,full_generation,487.89,338.822,,,1,8
devs_gen-gpt-oft-run_01,4,1,328.7,208.553,328.597,0.103,1,8
devs_gen-gpt-oft-run_01,4,2,143.5,60.885,143.336,0.164,1,8
devs_gen-gpt-oft-run_01,4,full_generation,487.89,285.128,,,1,8
devs_gen-gpt-oft-run_01,8,1,328.7,199.855,328.597,0.103,1,8
devs_gen-gpt-oft-run_01,8,2,143.5,54.721,143.336,0.164,1,8
devs_gen-gpt-oft-run_01,8,full_generation,487.89,270.266,,,1,8
devs_gen-gpt-IOBS-run_01,1,1,247.8,247.8,247.692,0.108,2,6
devs_gen-gpt-IOBS-run_01,1,2,94.4,94.4,94.254,0.146,2,6
devs_gen-gpt-IOBS-run_01,1,full_generation,356.89,356.89,,,2,6
devs_gen-gpt-IOBS-run_01,2,1,247.8,198.449,247.692,0.108,2,6
devs_gen-gpt-IOBS-run_01,2,2,94.4,61.942,94.254,0.146,2,6
devs_gen-gpt-IOBS-run_01,2,full_generation,356.89,275.081,,,2,6
devs_gen-gpt-IOBS-run_01,4,1,247.8,179.903,247.692,0.108,2,6
devs_gen-gpt-IOBS-run_01,4,2,94.4,44.021,94.254,0.146,2,6
devs_gen-gpt-IOBS-run_01,4,full_generation,356.89,238.614,,,2,6
devs_gen-gpt-IOBS-run_01,8,1,247.8,163.318,247.692,0.108,2,6
devs_gen-gpt-IOBS-run_01,8,2,94.4,34.369,94.254,0.146,2,6
devs_gen-gpt-IOBS-run_01,8,full_generation,356.89,212.377,,,2,6
devs_gen-gpt-HouseHeating-run_01,1,1,101.4,101.4,101.352,0.048,1,2
devs_gen-gpt-HouseHeating-run_01,1,2,27.3,27.3,27.264,0.036,1,2
devs_gen-gpt-HouseHeating-run_01,1,full_generation,153.61,153.61,,,1,2
devs_gen-gpt-HouseHeating-run_01,2,1,101.4,86.547,101.352,0.048,1,2
devs_gen-gpt-HouseHeating-run_01,2,2,27.3,16.248,27.264,0.036,1,2
devs_gen-gpt-HouseHeating-run_01,2,full_generation,153.61,127.705,,,1,2
devs_gen-gpt-HouseHeating-run_01,4,1,101.4,86.547,101.352,0.048,1,2
devs_gen-gpt-HouseHeating-run_01,4,2,27.3,16.248,27.264,0.036,1,2
devs_gen-gpt-HouseHeating-run_01,4,full_generation,153.61,127.705,,,1,2
devs_gen-gpt-HouseHeating-run_01,8,1,101.4,86.547,101.352,0.048,1,2
devs_gen-gpt-HouseHeating-run_01,8,2,27.3,16.248,27.264,0.036,1,2
devs_gen-gpt-HouseHeating-run_01,8,full_generation,153.61,127.705,,,1,2
devs_gen-gpt-SAA-run_01,1,1,171.7,171.7,171.717,-0.017,1,3
devs_gen-gpt-SAA-run_01,1,2,68.2,68.2,68.089,0.111,1,3
devs_gen-gpt-SAA-run_01,1,full_generation,255.35,255.35,,,1,3
devs_gen-gpt-SAA-run_01,2,1,171.7,146.246,171.717,-0.017,1,3
devs_gen-gpt-SAA-run_01,2,2,68.2,45.399,68.089,0.111,1,3
devs_gen-gpt-SAA-run_01,2,full_generation,255.35,207.095,,,1,3
devs_gen-gpt-SAA-run_01,4,1,171.7,124.789,171.717,-0.017,1,3
devs_gen-gpt-SAA-run_01,4,2,68.2,31.513,68.089,0.111,1,3
devs_gen-gpt-SAA-run_01,4,full_generation,255.35,171.752,,,1,3
devs_gen-gpt-SAA-run_01,8,1,171.7,124.789,171.717,-0.017,1,3
devs_gen-gpt-SAA-run_01,8,2,68.2,31.513,68.089,0.111,1,3
devs_gen-gpt-SAA-run_01,8,full_generation,255.35,171.752,,,1,3
devs_gen-gpt-StoreCashier-run_01,1,1,158.0,158.0,158.013,-0.013,1,3
devs_gen-gpt-StoreCashier-run_01,1,2,60.9,60.9,60.818,0.082,1,3
devs_gen-gpt-StoreCashier-run_01,1,full_generation,237.01,237.01,,,1,3
devs_gen-gpt-StoreCashier-run_01,2,1,158.0,129.439,158.013,-0.013,1,3
devs_gen-gpt-StoreCashier-run_01,2,2,60.9,47.39,60.818,0.082,1,3
devs_gen-gpt-StoreCashier-run_01,2,full_generation,237.01,194.939,,,1,3
devs_gen-gpt-StoreCashier-run_01,4,1,158.0,113.245,158.013,-0.013,1,3
devs_gen-gpt-StoreCashier-run_01,4,2,60.9,35.945,60.818,0.082,1,3
devs_gen-gpt-StoreCashier-run_01,4,full_generation,237.01,167.3,,,1,3
devs_gen-gpt-StoreCashier-run_01,8,1,158.0,113.245,158.013,-0.013,1,3
devs_gen-gpt-StoreCashier-run_01,8,2,60.9,35.945,60.818,0.082,1,3
devs_gen-gpt-StoreCashier-run_01,8,full_generation,237.01,167.3,,,1,3
devs_gen-qwen-ABP-run_02,1,1,282.7,282.7,282.647,0.053,1,4
devs_gen-qwen-ABP-run_02,1,2,97.0,97.0,96.897,0.103,1,4
devs_gen-qwen-ABP-run_02,1,full_generation,447.72,447.72,,,1,4
devs_gen-qwen-ABP-run_02,2,1,282.7,267.619,282.647,0.053,1,4
devs_gen-qwen-ABP-run_02,2,2,97.0,56.566,96.897,0.103,1,4
devs_gen-qwen-ABP-run_02,2,full_generation,447.72,392.205,,,1,4
devs_gen-qwen-ABP-run_02,4,1,282.7,260.161,282.647,0.053,1,4
devs_gen-qwen-ABP-run_02,4,2,97.0,42.045,96.897,0.103,1,4
devs_gen-qwen-ABP-run_02,4,full_generation,447.72,370.226,,,1,4
devs_gen-qwen-ABP-run_02,8,1,282.7,260.161,282.647,0.053,1,4
devs_gen-qwen-ABP-run_02,8,2,97.0,42.045,96.897,0.103,1,4
devs_gen-qwen-ABP-run_02,8,full_generation,447.72,370.226,,,1,4
devs_gen-qwen-SA-run_02,1,1,301.5,301.5,301.41,0.09,1,5
devs_gen-qwen-SA-run_02,1,2,119.5,119.5,119.363,0.137,1,5
devs_gen-qwen-SA-run_02,1,full_generation,480.71,480.71,,,1,5
devs_gen-qwen-SA-run_02,2,1,301.5,279.585,301.41,0.09,1,5
devs_gen-qwen-SA-run_02,2,2,119.5,71.708,119.363,0.137,1,5
devs_gen-qwen-SA-run_02,2,full_generation,480.71,411.003,,,1,5
devs_gen-qwen-SA-run_02,4,1,301.5,270.125,301.41,0.09,1,5
devs_gen-qwen-SA-run_02,4,2,119.5,51.234,119.363,0.137,1,5
devs_gen-qwen-SA-run_02,4,full_generation,480.71,381.069,,,1,5
devs_gen-qwen-SA-run_02,8,1,301.5,270.125,301.41,0.09,1,5
devs_gen-qwen-SA-run_02,8,2,119.5,51.234,119.363,0.137,1,5
devs_gen-qwen-SA-run_02,8,full_generation,480.71,381.069,,,1,5
devs_gen-qwen-barbershop-run_02,1,1,234.8,234.8,234.759,0.041,1,4
devs_gen-qwen-barbershop-run_02,1,2,95.2,95.2,95.093,0.107,1,4
devs_gen-qwen-barbershop-run_02,1,full_generation,390.33,390.33,,,1,4
devs_gen-qwen-barbershop-run_02,2,1,234.8,221.416,234.759,0.041,1,4
devs_gen-qwen-barbershop-run_02,2,2,95.2,58.837,95.093,0.107,1,4
devs_gen-qwen-barbershop-run_02,2,full_generation,390.33,340.583,,,1,4
devs_gen-qwen-barbershop-run_02,4,1,234.8,214.477,234.759,0.041,1,4
devs_gen-qwen-barbershop-run_02,4,2,95.2,41.869,95.093,0.107,1,4
devs_gen-qwen-barbershop-run_02,4,full_generation,390.33,316.676,,,1,4
devs_gen-qwen-barbershop-run_02,8,1,234.8,214.477,234.759,0.041,1,4
devs_gen-qwen-barbershop-run_02,8,2,95.2,41.869,95.093,0.107,1,4
devs_gen-qwen-barbershop-run_02,8,full_generation,390.33,316.676,,,1,4
devs_gen-qwen-SEIRD-run_02,1,1,200.1,200.1,198.045,2.055,1,1
devs_gen-qwen-SEIRD-run_02,1,2,37.1,37.1,37.108,-0.008,1,1
devs_gen-qwen-SEIRD-run_02,1,full_generation,262.7,262.7,,,1,1
devs_gen-qwen-SEIRD-run_02,2,1,200.1,200.1,198.045,2.055,1,1
devs_gen-qwen-SEIRD-run_02,2,2,37.1,37.1,37.108,-0.008,1,1
devs_gen-qwen-SEIRD-run_02,2,full_generation,262.7,262.7,,,1,1
devs_gen-qwen-SEIRD-run_02,4,1,200.1,200.1,198.045,2.055,1,1
devs_gen-qwen-SEIRD-run_02,4,2,37.1,37.1,37.108,-0.008,1,1
devs_gen-qwen-SEIRD-run_02,4,full_generation,262.7,262.7,,,1,1
devs_gen-qwen-SEIRD-run_02,8,1,200.1,200.1,198.045,2.055,1,1
devs_gen-qwen-SEIRD-run_02,8,2,37.1,37.1,37.108,-0.008,1,1
devs_gen-qwen-SEIRD-run_02,8,full_generation,262.7,262.7,,,1,1
devs_gen-qwen-OTrain-run_02,1,1,243.4,243.4,243.306,0.094,2,4
devs_gen-qwen-OTrain-run_02,1,2,120.6,120.6,120.519,0.081,2,4
devs_gen-qwen-OTrain-run_02,1,full_generation,389.83,389.83,,,2,4
devs_gen-qwen-OTrain-run_02,2,1,243.4,230.041,243.306,0.094,2,4
devs_gen-qwen-OTrain-run_02,2,2,120.6,83.184,120.519,0.081,2,4
devs_gen-qwen-OTrain-run_02,2,full_generation,389.83,339.055,,,2,4
devs_gen-qwen-OTrain-run_02,4,1,243.4,223.871,243.306,0.094,2,4
devs_gen-qwen-OTrain-run_02,4,2,120.6,58.226,120.519,0.081,2,4
devs_gen-qwen-OTrain-run_02,4,full_generation,389.83,307.927,,,2,4
devs_gen-qwen-OTrain-run_02,8,1,243.4,223.871,243.306,0.094,2,4
devs_gen-qwen-OTrain-run_02,8,2,120.6,58.226,120.519,0.081,2,4
devs_gen-qwen-OTrain-run_02,8,full_generation,389.83,307.927,,,2,4
devs_gen-qwen-oft-run_02,1,1,455.5,455.5,455.446,0.054,1,8
devs_gen-qwen-oft-run_02,1,2,153.3,153.3,153.183,0.117,1,8
devs_gen-qwen-oft-run_02,1,full_generation,626.02,626.02,,,1,8
devs_gen-qwen-oft-run_02,2,1,455.5,412.905,455.446,0.054,1,8
devs_gen-qwen-oft-run_02,2,2,153.3,89.475,153.183,0.117,1,8
devs_gen-qwen-oft-run_02,2,full_generation,626.02,519.6,,,1,8
devs_gen-qwen-oft-run_02,4,1,455.5,399.413,455.446,0.054,1,8
devs_gen-qwen-oft-run_02,4,2,153.3,63.581,153.183,0.117,1,8
devs_gen-qwen-oft-run_02,4,full_generation,626.02,480.214,,,1,8
devs_gen-qwen-oft-run_02,8,1,455.5,399.413,455.446,0.054,1,8
devs_gen-qwen-oft-run_02,8,2,153.3,58.049,153.183,0.117,1,8
devs_gen-qwen-oft-run_02,8,full_generation,626.02,474.682,,,1,8
devs_gen-qwen-IOBS-run_02,1,1,237.6,237.6,237.505,0.095,1,6
devs_gen-qwen-IOBS-run_02,1,2,100.7,100.7,100.594,0.106,1,6
devs_gen-qwen-IOBS-run_02,1,full_generation,356.56,356.56,,,1,6
devs_gen-qwen-IOBS-run_02,2,1,237.6,217.814,237.505,0.095,1,6
devs_gen-qwen-IOBS-run_02,2,2,100.7,58.379,100.594,0.106,1,6
devs_gen-qwen-IOBS-run_02,2,full_generation,356.56,294.453,,,1,6
devs_gen-qwen-IOBS-run_02,4,1,237.6,209.321,237.505,0.095,1,6
devs_gen-qwen-IOBS-run_02,4,2,100.7,42.291,100.594,0.106,1,6
devs_gen-qwen-IOBS-run_02,4,full_generation,356.56,269.872,,,1,6
devs_gen-qwen-IOBS-run_02,8,1,237.6,207.449,237.505,0.095,1,6
devs_gen-qwen-IOBS-run_02,8,2,100.7,31.797,100.594,0.106,1,6
devs_gen-qwen-IOBS-run_02,8,full_generation,356.56,257.506,,,1,6
devs_gen-qwen-HouseHeating-run_02,1,1,111.9,111.9,111.915,-0.015,1,2
devs_gen-qwen-HouseHeating-run_02,1,2,44.7,44.7,44.615,0.085,1,2
devs_gen-qwen-HouseHeating-run_02,1,full_generation,174.78,174.78,,,1,2
devs_gen-qwen-HouseHeating-run_02,2,1,111.9,106.687,111.915,-0.015,1,2
devs_gen-qwen-HouseHeating-run_02,2,2,44.7,30.268,44.615,0.085,1,2
devs_gen-qwen-HouseHeating-run_02,2,full_generation,174.78,155.135,,,1,2
devs_gen-qwen-HouseHeating-run_02,4,1,111.9,106.687,111.915,-0.015,1,2
devs_gen-qwen-HouseHeating-run_02,4,2,44.7,30.268,44.615,0.085,1,2
devs_gen-qwen-HouseHeating-run_02,4,full_generation,174.78,155.135,,,1,2
devs_gen-qwen-HouseHeating-run_02,8,1,111.9,106.687,111.915,-0.015,1,2
devs_gen-qwen-HouseHeating-run_02,8,2,44.7,30.268,44.615,0.085,1,2
devs_gen-qwen-HouseHeating-run_02,8,full_generation,174.78,155.135,,,1,2
devs_gen-qwen-SAA-run_02,1,1,216.9,216.9,216.903,-0.003,1,3
devs_gen-qwen-SAA-run_02,1,2,84.9,84.9,84.809,0.091,1,3
devs_gen-qwen-SAA-run_02,1,full_generation,340.06,340.06,,,1,3
devs_gen-qwen-SAA-run_02,2,1,216.9,209.997,216.903,-0.003,1,3
devs_gen-qwen-SAA-run_02,2,2,84.9,55.918,84.809,0.091,1,3
devs_gen-qwen-SAA-run_02,2,full_generation,340.06,304.175,,,1,3
devs_gen-qwen-SAA-run_02,4,1,216.9,204.669,216.903,-0.003,1,3
devs_gen-qwen-SAA-run_02,4,2,84.9,44.149,84.809,0.091,1,3
devs_gen-qwen-SAA-run_02,4,full_generation,340.06,287.078,,,1,3
devs_gen-qwen-SAA-run_02,8,1,216.9,204.669,216.903,-0.003,1,3
devs_gen-qwen-SAA-run_02,8,2,84.9,44.149,84.809,0.091,1,3
devs_gen-qwen-SAA-run_02,8,full_generation,340.06,287.078,,,1,3
devs_gen-qwen-StoreCashier-run_02,1,1,625.4,625.4,623.357,2.043,1,4
devs_gen-qwen-StoreCashier-run_02,1,2,102.9,102.9,102.854,0.046,1,4
devs_gen-qwen-StoreCashier-run_02,1,full_generation,753.25,753.25,,,1,4
devs_gen-qwen-StoreCashier-run_02,2,1,625.4,613.906,623.357,2.043,1,4
devs_gen-qwen-StoreCashier-run_02,2,2,102.9,63.226,102.854,0.046,1,4
devs_gen-qwen-StoreCashier-run_02,2,full_generation,753.25,702.082,,,1,4
devs_gen-qwen-StoreCashier-run_02,4,1,625.4,607.748,623.357,2.043,1,4
devs_gen-qwen-StoreCashier-run_02,4,2,102.9,41.268,102.854,0.046,1,4
devs_gen-qwen-StoreCashier-run_02,4,full_generation,753.25,673.966,,,1,4
devs_gen-qwen-StoreCashier-run_02,8,1,625.4,607.748,623.357,2.043,1,4
devs_gen-qwen-StoreCashier-run_02,8,2,102.9,41.268,102.854,0.046,1,4
devs_gen-qwen-StoreCashier-run_02,8,full_generation,753.25,673.966,,,1,4
devs_gen-qwen-ABP-run_03,1,1,409.1,409.1,409.006,0.094,1,4
devs_gen-qwen-ABP-run_03,1,2,116.7,116.7,116.626,0.074,1,4
devs_gen-qwen-ABP-run_03,1,full_generation,554.86,554.86,,,1,4
devs_gen-qwen-ABP-run_03,2,1,409.1,385.913,409.006,0.094,1,4
devs_gen-qwen-ABP-run_03,2,2,116.7,75.1,116.626,0.074,1,4
devs_gen-qwen-ABP-run_03,2,full_generation,554.86,490.073,,,1,4
devs_gen-qwen-ABP-run_03,4,1,409.1,385.913,409.006,0.094,1,4
devs_gen-qwen-ABP-run_03,4,2,116.7,54.537,116.626,0.074,1,4
devs_gen-qwen-ABP-run_03,4,full_generation,554.86,469.51,,,1,4
devs_gen-qwen-ABP-run_03,8,1,409.1,385.913,409.006,0.094,1,4
devs_gen-qwen-ABP-run_03,8,2,116.7,54.537,116.626,0.074,1,4
devs_gen-qwen-ABP-run_03,8,full_generation,554.86,469.51,,,1,4
devs_gen-qwen-SA-run_03,1,1,527.5,527.5,527.39,0.11,1,5
devs_gen-qwen-SA-run_03,1,2,229.3,229.3,229.166,0.134,1,5
devs_gen-qwen-SA-run_03,1,full_generation,808.24,808.24,,,1,5
devs_gen-qwen-SA-run_03,2,1,527.5,504.641,527.39,0.11,1,5
devs_gen-qwen-SA-run_03,2,2,229.3,141.265,229.166,0.134,1,5
devs_gen-qwen-SA-run_03,2,full_generation,808.24,697.346,,,1,5
devs_gen-qwen-SA-run_03,4,1,527.5,494.957,527.39,0.11,1,5
devs_gen-qwen-SA-run_03,4,2,229.3,98.411,229.166,0.134,1,5
devs_gen-qwen-SA-run_03,4,full_generation,808.24,644.808,,,1,5
devs_gen-qwen-SA-run_03,8,1,527.5,486.862,527.39,0.11,1,5
devs_gen-qwen-SA-run_03,8,2,229.3,98.411,229.166,0.134,1,5
devs_gen-qwen-SA-run_03,8,full_generation,808.24,636.713,,,1,5
devs_gen-qwen-barbershop-run_03,1,1,391.4,391.4,391.351,0.049,1,4
devs_gen-qwen-barbershop-run_03,1,2,94.7,94.7,94.612,0.088,1,4
devs_gen-qwen-barbershop-run_03,1,full_generation,515.11,515.11,,,1,4
devs_gen-qwen-barbershop-run_03,2,1,391.4,371.367,391.351,0.049,1,4
devs_gen-qwen-barbershop-run_03,2,2,94.7,58.434,94.612,0.088,1,4
devs_gen-qwen-barbershop-run_03,2,full_generation,515.11,458.811,,,1,4
devs_gen-qwen-barbershop-run_03,4,1,391.4,360.255,391.351,0.049,1,4
devs_gen-qwen-barbershop-run_03,4,2,94.7,37.168,94.612,0.088,1,4
devs_gen-qwen-barbershop-run_03,4,full_generation,515.11,426.433,,,1,4
devs_gen-qwen-barbershop-run_03,8,1,391.4,360.255,391.351,0.049,1,4
devs_gen-qwen-barbershop-run_03,8,2,94.7,37.168,94.612,0.088,1,4
devs_gen-qwen-barbershop-run_03,8,full_generation,515.11,426.433,,,1,4
devs_gen-qwen-SEIRD-run_03,1,1,279.7,279.7,277.658,2.042,1,1
devs_gen-qwen-SEIRD-run_03,1,2,49.1,49.1,49.058,0.042,1,1
devs_gen-qwen-SEIRD-run_03,1,full_generation,382.67,382.67,,,1,1
devs_gen-qwen-SEIRD-run_03,2,1,279.7,279.7,277.658,2.042,1,1
devs_gen-qwen-SEIRD-run_03,2,2,49.1,49.1,49.058,0.042,1,1
devs_gen-qwen-SEIRD-run_03,2,full_generation,382.67,382.67,,,1,1
devs_gen-qwen-SEIRD-run_03,4,1,279.7,279.7,277.658,2.042,1,1
devs_gen-qwen-SEIRD-run_03,4,2,49.1,49.1,49.058,0.042,1,1
devs_gen-qwen-SEIRD-run_03,4,full_generation,382.67,382.67,,,1,1
devs_gen-qwen-SEIRD-run_03,8,1,279.7,279.7,277.658,2.042,1,1
devs_gen-qwen-SEIRD-run_03,8,2,49.1,49.1,49.058,0.042,1,1
devs_gen-qwen-SEIRD-run_03,8,full_generation,382.67,382.67,,,1,1
devs_gen-qwen-OTrain-run_03,1,1,384.8,384.8,382.714,2.086,1,4
devs_gen-qwen-OTrain-run_03,1,2,169.4,169.4,169.257,0.143,1,4
devs_gen-qwen-OTrain-run_03,1,full_generation,586.47,586.47,,,1,4
devs_gen-qwen-OTrain-run_03,2,1,384.8,364.091,382.714,2.086,1,4
devs_gen-qwen-OTrain-run_03,2,2,169.4,118.077,169.257,0.143,1,4
devs_gen-qwen-OTrain-run_03,2,full_generation,586.47,514.438,,,1,4
devs_gen-qwen-OTrain-run_03,4,1,384.8,355.518,382.714,2.086,1,4
devs_gen-qwen-OTrain-run_03,4,2,169.4,85.881,169.257,0.143,1,4
devs_gen-qwen-OTrain-run_03,4,full_generation,586.47,473.669,,,1,4
devs_gen-qwen-OTrain-run_03,8,1,384.8,355.518,382.714,2.086,1,4
devs_gen-qwen-OTrain-run_03,8,2,169.4,85.881,169.257,0.143,1,4
devs_gen-qwen-OTrain-run_03,8,full_generation,586.47,473.669,,,1,4
devs_gen-qwen-oft-run_03,1,1,570.1,570.1,569.856,0.244,1,8
devs_gen-qwen-oft-run_03,1,2,280.4,280.4,280.05,0.35,1,8
devs_gen-qwen-oft-run_03,1,full_generation,874.56,874.56,,,1,8
devs_gen-qwen-oft-run_03,2,1,570.1,507.214,569.856,0.244,1,8
