task_id,worker_cap,stage,observed_sec,estimated_sec,call_sum_sec,noncall_overhead_sec,attempt_count,max_same_depth_modules
devs_gen-qwen-oft-run_03,2,2,280.4,174.788,280.05,0.35,1,8
devs_gen-qwen-oft-run_03,2,full_generation,874.56,706.062,,,1,8
devs_gen-qwen-oft-run_03,4,1,570.1,492.546,569.856,0.244,1,8
devs_gen-qwen-oft-run_03,4,2,280.4,136.126,280.05,0.35,1,8
devs_gen-qwen-oft-run_03,4,full_generation,874.56,652.732,,,1,8
devs_gen-qwen-oft-run_03,8,1,570.1,492.546,569.856,0.244,1,8
devs_gen-qwen-oft-run_03,8,2,280.4,120.323,280.05,0.35,1,8
devs_gen-qwen-oft-run_03,8,full_generation,874.56,636.929,,,1,8
devs_gen-qwen-IOBS-run_03,1,1,454.4,454.4,454.197,0.203,1,6
devs_gen-qwen-IOBS-run_03,1,2,136.3,136.3,136.177,0.123,1,6
devs_gen-qwen-IOBS-run_03,1,full_generation,688.07,688.07,,,1,6
devs_gen-qwen-IOBS-run_03,2,1,454.4,423.427,454.197,0.203,1,6
devs_gen-qwen-IOBS-run_03,2,2,136.3,88.256,136.177,0.123,1,6
devs_gen-qwen-IOBS-run_03,2,full_generation,688.07,609.053,,,1,6
devs_gen-qwen-IOBS-run_03,4,1,454.4,412.84,454.197,0.203,1,6
devs_gen-qwen-IOBS-run_03,4,2,136.3,70.387,136.177,0.123,1,6
devs_gen-qwen-IOBS-run_03,4,full_generation,688.07,580.597,,,1,6
devs_gen-qwen-IOBS-run_03,8,1,454.4,402.868,454.197,0.203,1,6
devs_gen-qwen-IOBS-run_03,8,2,136.3,54.842,136.177,0.123,1,6
devs_gen-qwen-IOBS-run_03,8,full_generation,688.07,555.08,,,1,6
devs_gen-qwen-HouseHeating-run_03,1,1,180.6,180.6,180.524,0.076,1,2
devs_gen-qwen-HouseHeating-run_03,1,2,62.5,62.5,62.461,0.039,1,2
devs_gen-qwen-HouseHeating-run_03,1,full_generation,269.28,269.28,,,1,2
devs_gen-qwen-HouseHeating-run_03,2,1,180.6,172.323,180.524,0.076,1,2
devs_gen-qwen-HouseHeating-run_03,2,2,62.5,43.788,62.461,0.039,1,2
devs_gen-qwen-HouseHeating-run_03,2,full_generation,269.28,242.291,,,1,2
devs_gen-qwen-HouseHeating-run_03,4,1,180.6,172.323,180.524,0.076,1,2
devs_gen-qwen-HouseHeating-run_03,4,2,62.5,43.788,62.461,0.039,1,2
devs_gen-qwen-HouseHeating-run_03,4,full_generation,269.28,242.291,,,1,2
devs_gen-qwen-HouseHeating-run_03,8,1,180.6,172.323,180.524,0.076,1,2
devs_gen-qwen-HouseHeating-run_03,8,2,62.5,43.788,62.461,0.039,1,2
devs_gen-qwen-HouseHeating-run_03,8,full_generation,269.28,242.291,,,1,2
devs_gen-qwen-SAA-run_03,1,1,283.8,283.8,283.768,0.032,1,3
devs_gen-qwen-SAA-run_03,1,2,100.0,100.0,99.94,0.06,1,3
devs_gen-qwen-SAA-run_03,1,full_generation,474.31,474.31,,,1,3
devs_gen-qwen-SAA-run_03,2,1,283.8,270.927,283.768,0.032,1,3
devs_gen-qwen-SAA-run_03,2,2,100.0,71.037,99.94,0.06,1,3
devs_gen-qwen-SAA-run_03,2,full_generation,474.31,432.474,,,1,3
devs_gen-qwen-SAA-run_03,4,1,283.8,261.785,283.768,0.032,1,3
devs_gen-qwen-SAA-run_03,4,2,100.0,50.733,99.94,0.06,1,3
devs_gen-qwen-SAA-run_03,4,full_generation,474.31,403.028,,,1,3
devs_gen-qwen-SAA-run_03,8,1,283.8,261.785,283.768,0.032,1,3
devs_gen-qwen-SAA-run_03,8,2,100.0,50.733,99.94,0.06,1,3
devs_gen-qwen-SAA-run_03,8,full_generation,474.31,403.028,,,1,3
devs_gen-qwen-StoreCashier-run_03,1,1,451.0,451.0,450.898,0.102,1,4
devs_gen-qwen-StoreCashier-run_03,1,2,133.6,133.6,133.52,0.08,1,4
devs_gen-qwen-StoreCashier-run_03,1,full_generation,621.36,621.36,,,1,4
devs_gen-qwen-StoreCashier-run_03,2,1,451.0,419.15,450.898,0.102,1,4
devs_gen-qwen-StoreCashier-run_03,2,2,133.6,84.352,133.52,0.08,1,4
devs_gen-qwen-StoreCashier-run_03,2,full_generation,621.36,540.262,,,1,4
devs_gen-qwen-StoreCashier-run_03,4,1,451.0,407.778,450.898,0.102,1,4
devs_gen-qwen-StoreCashier-run_03,4,2,133.6,61.733,133.52,0.08,1,4
devs_gen-qwen-StoreCashier-run_03,4,full_generation,621.36,506.271,,,1,4
devs_gen-qwen-StoreCashier-run_03,8,1,451.0,407.778,450.898,0.102,1,4
devs_gen-qwen-StoreCashier-run_03,8,2,133.6,61.733,133.52,0.08,1,4
devs_gen-qwen-StoreCashier-run_03,8,full_generation,621.36,506.271,,,1,4
devs_gen-llama-ABP-run_02,1,1,109.6,109.6,109.574,0.026,1,4
devs_gen-llama-ABP-run_02,1,2,726.8,726.8,726.676,0.124,1,4
devs_gen-llama-ABP-run_02,1,full_generation,866.12,866.12,,,1,4
devs_gen-llama-ABP-run_02,2,1,109.6,104.988,109.574,0.026,1,4
devs_gen-llama-ABP-run_02,2,2,726.8,683.974,726.676,0.124,1,4
devs_gen-llama-ABP-run_02,2,full_generation,866.12,818.682,,,1,4
devs_gen-llama-ABP-run_02,4,1,109.6,103.818,109.574,0.026,1,4
devs_gen-llama-ABP-run_02,4,2,726.8,683.974,726.676,0.124,1,4
devs_gen-llama-ABP-run_02,4,full_generation,866.12,817.512,,,1,4
devs_gen-llama-ABP-run_02,8,1,109.6,103.818,109.574,0.026,1,4
devs_gen-llama-ABP-run_02,8,2,726.8,683.974,726.676,0.124,1,4
devs_gen-llama-ABP-run_02,8,full_generation,866.12,817.512,,,1,4
devs_gen-llama-SA-run_02,1,1,221.5,221.5,221.423,0.077,1,5
devs_gen-llama-SA-run_02,1,2,64.8,64.8,64.715,0.085,1,5
devs_gen-llama-SA-run_02,1,full_generation,342.48,342.48,,,1,5
devs_gen-llama-SA-run_02,2,1,221.5,211.631,221.423,0.077,1,5
devs_gen-llama-SA-run_02,2,2,64.8,41.961,64.715,0.085,1,5
devs_gen-llama-SA-run_02,2,full_generation,342.48,309.772,,,1,5
devs_gen-llama-SA-run_02,4,1,221.5,208.211,221.423,0.077,1,5
devs_gen-llama-SA-run_02,4,2,64.8,32.245,64.715,0.085,1,5
devs_gen-llama-SA-run_02,4,full_generation,342.48,296.636,,,1,5
devs_gen-llama-SA-run_02,8,1,221.5,208.211,221.423,0.077,1,5
devs_gen-llama-SA-run_02,8,2,64.8,30.993,64.715,0.085,1,5
devs_gen-llama-SA-run_02,8,full_generation,342.48,295.384,,,1,5
devs_gen-llama-barbershop-run_02,1,1,81.0,81.0,80.98,0.02,1,3
devs_gen-llama-barbershop-run_02,1,2,29.5,29.5,29.397,0.103,1,3
devs_gen-llama-barbershop-run_02,1,full_generation,154.53,154.53,,,1,3
devs_gen-llama-barbershop-run_02,2,1,81.0,76.249,80.98,0.02,1,3
devs_gen-llama-barbershop-run_02,2,2,29.5,24.24,29.397,0.103,1,3
devs_gen-llama-barbershop-run_02,2,full_generation,154.53,144.519,,,1,3
devs_gen-llama-barbershop-run_02,4,1,81.0,76.249,80.98,0.02,1,3
devs_gen-llama-barbershop-run_02,4,2,29.5,19.925,29.397,0.103,1,3
devs_gen-llama-barbershop-run_02,4,full_generation,154.53,140.204,,,1,3
devs_gen-llama-barbershop-run_02,8,1,81.0,76.249,80.98,0.02,1,3
devs_gen-llama-barbershop-run_02,8,2,29.5,19.925,29.397,0.103,1,3
devs_gen-llama-barbershop-run_02,8,full_generation,154.53,140.204,,,1,3
devs_gen-llama-SEIRD-run_02,1,1,54.2,54.2,54.139,0.061,1,1
devs_gen-llama-SEIRD-run_02,1,2,20.8,20.8,20.78,0.02,1,1
devs_gen-llama-SEIRD-run_02,1,full_generation,136.24,136.24,,,1,1
devs_gen-llama-SEIRD-run_02,2,1,54.2,54.2,54.139,0.061,1,1
devs_gen-llama-SEIRD-run_02,2,2,20.8,20.8,20.78,0.02,1,1
devs_gen-llama-SEIRD-run_02,2,full_generation,136.24,136.24,,,1,1
devs_gen-llama-SEIRD-run_02,4,1,54.2,54.2,54.139,0.061,1,1
devs_gen-llama-SEIRD-run_02,4,2,20.8,20.8,20.78,0.02,1,1
devs_gen-llama-SEIRD-run_02,4,full_generation,136.24,136.24,,,1,1
devs_gen-llama-SEIRD-run_02,8,1,54.2,54.2,54.139,0.061,1,1
devs_gen-llama-SEIRD-run_02,8,2,20.8,20.8,20.78,0.02,1,1
devs_gen-llama-SEIRD-run_02,8,full_generation,136.24,136.24,,,1,1
devs_gen-llama-OTrain-run_02,1,1,109.0,109.0,108.98,0.02,1,4
devs_gen-llama-OTrain-run_02,1,2,50.0,50.0,49.917,0.083,1,4
devs_gen-llama-OTrain-run_02,1,full_generation,249.35,249.35,,,1,4
devs_gen-llama-OTrain-run_02,2,1,109.0,105.74,108.98,0.02,1,4
devs_gen-llama-OTrain-run_02,2,2,50.0,31.646,49.917,0.083,1,4
devs_gen-llama-OTrain-run_02,2,full_generation,249.35,227.736,,,1,4
devs_gen-llama-OTrain-run_02,4,1,109.0,103.751,108.98,0.02,1,4
devs_gen-llama-OTrain-run_02,4,2,50.0,20.795,49.917,0.083,1,4
devs_gen-llama-OTrain-run_02,4,full_generation,249.35,214.896,,,1,4
devs_gen-llama-OTrain-run_02,8,1,109.0,103.751,108.98,0.02,1,4
devs_gen-llama-OTrain-run_02,8,2,50.0,20.795,49.917,0.083,1,4
devs_gen-llama-OTrain-run_02,8,full_generation,249.35,214.896,,,1,4
devs_gen-llama-IOBS-run_02,1,1,292.4,292.4,290.368,2.032,1,6
devs_gen-llama-IOBS-run_02,1,2,146.5,146.5,146.369,0.131,1,6
devs_gen-llama-IOBS-run_02,1,full_generation,519.93,519.93,,,1,6
devs_gen-llama-IOBS-run_02,2,1,292.4,277.74,290.368,2.032,1,6
devs_gen-llama-IOBS-run_02,2,2,146.5,90.591,146.369,0.131,1,6
devs_gen-llama-IOBS-run_02,2,full_generation,519.93,449.361,,,1,6
devs_gen-llama-IOBS-run_02,4,1,292.4,273.347,290.368,2.032,1,6
devs_gen-llama-IOBS-run_02,4,2,146.5,66.665,146.369,0.131,1,6
devs_gen-llama-IOBS-run_02,4,full_generation,519.93,421.042,,,1,6
devs_gen-llama-IOBS-run_02,8,1,292.4,273.347,290.368,2.032,1,6
devs_gen-llama-IOBS-run_02,8,2,146.5,66.665,146.369,0.131,1,6
devs_gen-llama-IOBS-run_02,8,full_generation,519.93,421.042,,,1,6
devs_gen-llama-HouseHeating-run_02,1,1,156.3,156.3,156.302,-0.002,1,2
devs_gen-llama-HouseHeating-run_02,1,2,71.0,71.0,71.002,-0.002,1,2
devs_gen-llama-HouseHeating-run_02,1,full_generation,263.69,263.69,,,1,2
devs_gen-llama-HouseHeating-run_02,2,1,156.3,151.357,156.302,-0.002,1,2
devs_gen-llama-HouseHeating-run_02,2,2,71.0,43.125,71.002,-0.002,1,2
devs_gen-llama-HouseHeating-run_02,2,full_generation,263.69,230.872,,,1,2
devs_gen-llama-HouseHeating-run_02,4,1,156.3,151.357,156.302,-0.002,1,2
devs_gen-llama-HouseHeating-run_02,4,2,71.0,43.125,71.002,-0.002,1,2
devs_gen-llama-HouseHeating-run_02,4,full_generation,263.69,230.872,,,1,2
devs_gen-llama-HouseHeating-run_02,8,1,156.3,151.357,156.302,-0.002,1,2
devs_gen-llama-HouseHeating-run_02,8,2,71.0,43.125,71.002,-0.002,1,2
devs_gen-llama-HouseHeating-run_02,8,full_generation,263.69,230.872,,,1,2
devs_gen-glm-ABP-run_02,1,1,1334.0,1334.0,1321.926,12.074,1,4
devs_gen-glm-ABP-run_02,1,2,288.6,288.6,288.556,0.044,1,4
devs_gen-glm-ABP-run_02,1,full_generation,1707.57,1707.57,,,1,4
devs_gen-glm-ABP-run_02,2,1,1334.0,1303.896,1321.926,12.074,1,4
devs_gen-glm-ABP-run_02,2,2,288.6,149.784,288.556,0.044,1,4
devs_gen-glm-ABP-run_02,2,full_generation,1707.57,1538.65,,,1,4
devs_gen-glm-ABP-run_02,4,1,1334.0,1277.153,1321.926,12.074,1,4
devs_gen-glm-ABP-run_02,4,2,288.6,149.784,288.556,0.044,1,4
devs_gen-glm-ABP-run_02,4,full_generation,1707.57,1511.907,,,1,4
devs_gen-glm-ABP-run_02,8,1,1334.0,1277.153,1321.926,12.074,1,4
devs_gen-glm-ABP-run_02,8,2,288.6,149.784,288.556,0.044,1,4
devs_gen-glm-ABP-run_02,8,full_generation,1707.57,1511.907,,,1,4
devs_gen-glm-SA-run_02,1,1,601.3,601.3,601.215,0.085,1,5
devs_gen-glm-SA-run_02,1,2,39.4,39.4,39.267,0.133,1,5
devs_gen-glm-SA-run_02,1,full_generation,717.77,717.77,,,1,5
devs_gen-glm-SA-run_02,2,1,601.3,546.496,601.215,0.085,1,5
devs_gen-glm-SA-run_02,2,2,39.4,23.466,39.267,0.133,1,5
devs_gen-glm-SA-run_02,2,full_generation,717.77,647.032,,,1,5
devs_gen-glm-SA-run_02,4,1,601.3,534.443,601.215,0.085,1,5
devs_gen-glm-SA-run_02,4,2,39.4,14.459,39.267,0.133,1,5
devs_gen-glm-SA-run_02,4,full_generation,717.77,625.972,,,1,5
devs_gen-glm-SA-run_02,8,1,601.3,534.443,601.215,0.085,1,5
devs_gen-glm-SA-run_02,8,2,39.4,14.459,39.267,0.133,1,5
devs_gen-glm-SA-run_02,8,full_generation,717.77,625.972,,,1,5
devs_gen-glm-barbershop-run_02,1,1,192.4,192.4,192.347,0.053,1,4
devs_gen-glm-barbershop-run_02,1,2,161.2,161.2,161.149,0.051,1,4
devs_gen-glm-barbershop-run_02,1,full_generation,406.25,406.25,,,1,4
devs_gen-glm-barbershop-run_02,2,1,192.4,164.859,192.347,0.053,1,4
devs_gen-glm-barbershop-run_02,2,2,161.2,103.823,161.149,0.051,1,4
devs_gen-glm-barbershop-run_02,2,full_generation,406.25,321.332,,,1,4
devs_gen-glm-barbershop-run_02,4,1,192.4,138.557,192.347,0.053,1,4
devs_gen-glm-barbershop-run_02,4,2,161.2,98.926,161.149,0.051,1,4
devs_gen-glm-barbershop-run_02,4,full_generation,406.25,290.133,,,1,4
devs_gen-glm-barbershop-run_02,8,1,192.4,138.557,192.347,0.053,1,4
devs_gen-glm-barbershop-run_02,8,2,161.2,98.926,161.149,0.051,1,4
devs_gen-glm-barbershop-run_02,8,full_generation,406.25,290.133,,,1,4
devs_gen-glm-SEIRD-run_02,1,1,328.2,328.2,328.163,0.037,1,1
devs_gen-glm-SEIRD-run_02,1,2,32.7,32.7,32.672,0.028,1,1
devs_gen-glm-SEIRD-run_02,1,full_generation,447.28,447.28,,,1,1
devs_gen-glm-SEIRD-run_02,2,1,328.2,328.2,328.163,0.037,1,1
devs_gen-glm-SEIRD-run_02,2,2,32.7,32.7,32.672,0.028,1,1
devs_gen-glm-SEIRD-run_02,2,full_generation,447.28,447.28,,,1,1
devs_gen-glm-SEIRD-run_02,4,1,328.2,328.2,328.163,0.037,1,1
devs_gen-glm-SEIRD-run_02,4,2,32.7,32.7,32.672,0.028,1,1
devs_gen-glm-SEIRD-run_02,4,full_generation,447.28,447.28,,,1,1
devs_gen-glm-SEIRD-run_02,8,1,328.2,328.2,328.163,0.037,1,1
devs_gen-glm-SEIRD-run_02,8,2,32.7,32.7,32.672,0.028,1,1
devs_gen-glm-SEIRD-run_02,8,full_generation,447.28,447.28,,,1,1
devs_gen-glm-OTrain-run_02,1,1,213.2,213.2,213.147,0.053,1,2
devs_gen-glm-OTrain-run_02,1,2,113.1,113.1,113.064,0.036,1,2
devs_gen-glm-OTrain-run_02,1,full_generation,356.91,356.91,,,1,2
devs_gen-glm-OTrain-run_02,2,1,213.2,190.647,213.147,0.053,1,2
devs_gen-glm-OTrain-run_02,2,2,113.1,85.192,113.064,0.036,1,2
devs_gen-glm-OTrain-run_02,2,full_generation,356.91,306.449,,,1,2
devs_gen-glm-OTrain-run_02,4,1,213.2,190.647,213.147,0.053,1,2
devs_gen-glm-OTrain-run_02,4,2,113.1,85.192,113.064,0.036,1,2
devs_gen-glm-OTrain-run_02,4,full_generation,356.91,306.449,,,1,2
devs_gen-glm-OTrain-run_02,8,1,213.2,190.647,213.147,0.053,1,2
devs_gen-glm-OTrain-run_02,8,2,113.1,85.192,113.064,0.036,1,2
devs_gen-glm-OTrain-run_02,8,full_generation,356.91,306.449,,,1,2
devs_gen-glm-oft-run_02,1,1,578.1,578.1,578.042,0.058,1,8
devs_gen-glm-oft-run_02,1,2,232.9,232.9,232.744,0.156,1,8
devs_gen-glm-oft-run_02,1,full_generation,835.04,835.04,,,1,8
devs_gen-glm-oft-run_02,2,1,578.1,490.894,578.042,0.058,1,8
devs_gen-glm-oft-run_02,2,2,232.9,176.903,232.744,0.156,1,8
devs_gen-glm-oft-run_02,2,full_generation,835.04,691.837,,,1,8
devs_gen-glm-oft-run_02,4,1,578.1,459.307,578.042,0.058,1,8
devs_gen-glm-oft-run_02,4,2,232.9,176.903,232.744,0.156,1,8
devs_gen-glm-oft-run_02,4,full_generation,835.04,660.25,,,1,8
devs_gen-glm-oft-run_02,8,1,578.1,432.447,578.042,0.058,1,8
devs_gen-glm-oft-run_02,8,2,232.9,176.903,232.744,0.156,1,8
devs_gen-glm-oft-run_02,8,full_generation,835.04,633.39,,,1,8
devs_gen-glm-IOBS-run_02,1,1,311.4,311.4,311.356,0.044,1,6
devs_gen-glm-IOBS-run_02,1,2,199.6,199.6,199.443,0.157,1,6
devs_gen-glm-IOBS-run_02,1,full_generation,544.79,544.79,,,1,6
devs_gen-glm-IOBS-run_02,2,1,311.4,245.023,311.356,0.044,1,6
devs_gen-glm-IOBS-run_02,2,2,199.6,159.139,199.443,0.157,1,6
devs_gen-glm-IOBS-run_02,2,full_generation,544.79,437.952,,,1,6
devs_gen-glm-IOBS-run_02,4,1,311.4,222.279,311.356,0.044,1,6
devs_gen-glm-IOBS-run_02,4,2,199.6,154.064,199.443,0.157,1,6
devs_gen-glm-IOBS-run_02,4,full_generation,544.79,410.133,,,1,6
devs_gen-glm-IOBS-run_02,8,1,311.4,216.358,311.356,0.044,1,6
devs_gen-glm-IOBS-run_02,8,2,199.6,154.064,199.443,0.157,1,6
devs_gen-glm-IOBS-run_02,8,full_generation,544.79,404.212,,,1,6
devs_gen-glm-HouseHeating-run_02,1,1,111.8,111.8,111.782,0.018,1,1
devs_gen-glm-HouseHeating-run_02,1,2,81.9,81.9,81.825,0.075,1,1
devs_gen-glm-HouseHeating-run_02,1,full_generation,235.67,235.67,,,1,1
devs_gen-glm-HouseHeating-run_02,2,1,111.8,111.8,111.782,0.018,1,1
devs_gen-glm-HouseHeating-run_02,2,2,81.9,81.9,81.825,0.075,1,1
devs_gen-glm-HouseHeating-run_02,2,full_generation,235.67,235.67,,,1,1
devs_gen-glm-HouseHeating-run_02,4,1,111.8,111.8,111.782,0.018,1,1
devs_gen-glm-HouseHeating-run_02,4,2,81.9,81.9,81.825,0.075,1,1
devs_gen-glm-HouseHeating-run_02,4,full_generation,235.67,235.67,,,1,1
devs_gen-glm-HouseHeating-run_02,8,1,111.8,111.8,111.782,0.018,1,1
devs_gen-glm-HouseHeating-run_02,8,2,81.9,81.9,81.825,0.075,1,1
devs_gen-glm-HouseHeating-run_02,8,full_generation,235.67,235.67,,,1,1
devs_gen-glm-SAA-run_02,1,1,380.5,380.5,368.432,12.068,1,3
devs_gen-glm-SAA-run_02,1,2,67.5,67.5,67.41,0.09,1,3
devs_gen-glm-SAA-run_02,1,full_generation,480.5,480.5,,,1,3
devs_gen-glm-SAA-run_02,2,1,380.5,362.169,368.432,12.068,1,3
devs_gen-glm-SAA-run_02,2,2,67.5,39.377,67.41,0.09,1,3
devs_gen-glm-SAA-run_02,2,full_generation,480.5,434.046,,,1,3
devs_gen-glm-SAA-run_02,4,1,380.5,359.085,368.432,12.068,1,3
devs_gen-glm-SAA-run_02,4,2,67.5,35.15,67.41,0.09,1,3
devs_gen-glm-SAA-run_02,4,full_generation,480.5,426.735,,,1,3
devs_gen-glm-SAA-run_02,8,1,380.5,359.085,368.432,12.068,1,3
devs_gen-glm-SAA-run_02,8,2,67.5,35.15,67.41,0.09,1,3
devs_gen-glm-SAA-run_02,8,full_generation,480.5,426.735,,,1,3
devs_gen-glm-StoreCashier-run_02,1,1,395.0,395.0,394.963,0.037,1,1
devs_gen-glm-StoreCashier-run_02,1,2,58.9,58.9,58.839,0.061,1,1
devs_gen-glm-StoreCashier-run_02,1,full_generation,489.38,489.38,,,1,1
devs_gen-glm-StoreCashier-run_02,2,1,395.0,395.0,394.963,0.037,1,1
devs_gen-glm-StoreCashier-run_02,2,2,58.9,58.9,58.839,0.061,1,1
devs_gen-glm-StoreCashier-run_02,2,full_generation,489.38,489.38,,,1,1
devs_gen-glm-StoreCashier-run_02,4,1,395.0,395.0,394.963,0.037,1,1
devs_gen-glm-StoreCashier-run_02,4,2,58.9,58.9,58.839,0.061,1,1
devs_gen-glm-StoreCashier-run_02,4,full_generation,489.38,489.38,,,1,1
devs_gen-glm-StoreCashier-run_02,8,1,395.0,395.0,394.963,0.037,1,1
devs_gen-glm-StoreCashier-run_02,8,2,58.9,58.9,58.839,0.061,1,1
devs_gen-glm-StoreCashier-run_02,8,full_generation,489.38,489.38,,,1,1
devs_gen-glm-ABP-run_03,1,1,592.0,592.0,591.935,0.065,1,4
devs_gen-glm-ABP-run_03,1,2,166.3,166.3,166.205,0.095,1,4
devs_gen-glm-ABP-run_03,1,full_generation,790.2,790.2,,,1,4
devs_gen-glm-ABP-run_03,2,1,592.0,563.432,591.935,0.065,1,4
devs_gen-glm-ABP-run_03,2,2,166.3,131.912,166.205,0.095,1,4
devs_gen-glm-ABP-run_03,2,full_generation,790.2,727.244,,,1,4
devs_gen-glm-ABP-run_03,4,1,592.0,556.491,591.935,0.065,1,4
devs_gen-glm-ABP-run_03,4,2,166.3,131.912,166.205,0.095,1,4
devs_gen-glm-ABP-run_03,4,full_generation,790.2,720.303,,,1,4
devs_gen-glm-ABP-run_03,8,1,592.0,556.491,591.935,0.065,1,4
devs_gen-glm-ABP-run_03,8,2,166.3,131.912,166.205,0.095,1,4
devs_gen-glm-ABP-run_03,8,full_generation,790.2,720.303,,,1,4
devs_gen-glm-SA-run_03,1,1,430.4,430.4,430.254,0.146,1,5
devs_gen-glm-SA-run_03,1,2,126.4,126.4,126.328,0.072,1,5
devs_gen-glm-SA-run_03,1,full_generation,581.4,581.4,,,1,5
devs_gen-glm-SA-run_03,2,1,430.4,387.405,430.254,0.146,1,5
devs_gen-glm-SA-run_03,2,2,126.4,74.64,126.328,0.072,1,5
devs_gen-glm-SA-run_03,2,full_generation,581.4,486.645,,,1,5
devs_gen-glm-SA-run_03,4,1,430.4,374.626,430.254,0.146,1,5
devs_gen-glm-SA-run_03,4,2,126.4,74.64,126.328,0.072,1,5
devs_gen-glm-SA-run_03,4,full_generation,581.4,473.866,,,1,5
devs_gen-glm-SA-run_03,8,1,430.4,374.626,430.254,0.146,1,5
devs_gen-glm-SA-run_03,8,2,126.4,74.64,126.328,0.072,1,5
devs_gen-glm-SA-run_03,8,full_generation,581.4,473.866,,,1,5
devs_gen-glm-barbershop-run_03,1,1,346.0,346.0,345.924,0.076,1,4
devs_gen-glm-barbershop-run_03,1,2,37.5,37.5,37.353,0.147,1,4
devs_gen-glm-barbershop-run_03,1,full_generation,413.12,413.12,,,1,4
devs_gen-glm-barbershop-run_03,2,1,346.0,308.901,345.924,0.076,1,4
devs_gen-glm-barbershop-run_03,2,2,37.5,23.294,37.353,0.147,1,4
devs_gen-glm-barbershop-run_03,2,full_generation,413.12,361.815,,,1,4
devs_gen-glm-barbershop-run_03,4,1,346.0,288.624,345.924,0.076,1,4
devs_gen-glm-barbershop-run_03,4,2,37.5,17.513,37.353,0.147,1,4
devs_gen-glm-barbershop-run_03,4,full_generation,413.12,335.757,,,1,4
devs_gen-glm-barbershop-run_03,8,1,346.0,288.624,345.924,0.076,1,4
devs_gen-glm-barbershop-run_03,8,2,37.5,17.513,37.353,0.147,1,4
devs_gen-glm-barbershop-run_03,8,full_generation,413.12,335.757,,,1,4
devs_gen-glm-SEIRD-run_03,1,1,104.8,104.8,104.802,-0.002,1,1
devs_gen-glm-SEIRD-run_03,1,2,10.9,10.9,10.814,0.086,1,1
devs_gen-glm-SEIRD-run_03,1,full_generation,140.81,140.81,,,1,1
devs_gen-glm-SEIRD-run_03,2,1,104.8,104.8,104.802,-0.002,1,1
devs_gen-glm-SEIRD-run_03,2,2,10.9,10.9,10.814,0.086,1,1
devs_gen-glm-SEIRD-run_03,2,full_generation,140.81,140.81,,,1,1
devs_gen-glm-SEIRD-run_03,4,1,104.8,104.8,104.802,-0.002,1,1
devs_gen-glm-SEIRD-run_03,4,2,10.9,10.9,10.814,0.086,1,1
devs_gen-glm-SEIRD-run_03,4,full_generation,140.81,140.81,,,1,1
devs_gen-glm-SEIRD-run_03,8,1,104.8,104.8,104.802,-0.002,1,1
devs_gen-glm-SEIRD-run_03,8,2,10.9,10.9,10.814,0.086,1,1
devs_gen-glm-SEIRD-run_03,8,full_generation,140.81,140.81,,,1,1
devs_gen-glm-OTrain-run_03,1,1,100.4,100.4,100.377,0.023,1,1
devs_gen-glm-OTrain-run_03,1,2,26.7,26.7,26.671,0.029,1,1
devs_gen-glm-OTrain-run_03,1,full_generation,195.67,195.67,,,1,1
devs_gen-glm-OTrain-run_03,2,1,100.4,100.4,100.377,0.023,1,1
devs_gen-glm-OTrain-run_03,2,2,26.7,26.7,26.671,0.029,1,1
devs_gen-glm-OTrain-run_03,2,full_generation,195.67,195.67,,,1,1
devs_gen-glm-OTrain-run_03,4,1,100.4,100.4,100.377,0.023,1,1
devs_gen-glm-OTrain-run_03,4,2,26.7,26.7,26.671,0.029,1,1
devs_gen-glm-OTrain-run_03,4,full_generation,195.67,195.67,,,1,1
devs_gen-glm-OTrain-run_03,8,1,100.4,100.4,100.377,0.023,1,1
devs_gen-glm-OTrain-run_03,8,2,26.7,26.7,26.671,0.029,1,1
devs_gen-glm-OTrain-run_03,8,full_generation,195.67,195.67,,,1,1
devs_gen-glm-oft-run_03,1,1,511.3,511.3,511.169,0.131,1,6
devs_gen-glm-oft-run_03,1,2,130.4,130.4,130.201,0.199,1,6
devs_gen-glm-oft-run_03,1,full_generation,698.1,698.1,,,1,6
devs_gen-glm-oft-run_03,2,1,511.3,445.09,511.169,0.131,1,6
devs_gen-glm-oft-run_03,2,2,130.4,71.102,130.201,0.199,1,6
devs_gen-glm-oft-run_03,2,full_generation,698.1,572.592,,,1,6
devs_gen-glm-oft-run_03,4,1,511.3,423.707,511.169,0.131,1,6
devs_gen-glm-oft-run_03,4,2,130.4,60.424,130.201,0.199,1,6
devs_gen-glm-oft-run_03,4,full_generation,698.1,540.531,,,1,6
devs_gen-glm-oft-run_03,8,1,511.3,412.832,511.169,0.131,1,6
devs_gen-glm-oft-run_03,8,2,130.4,60.424,130.201,0.199,1,6
devs_gen-glm-oft-run_03,8,full_generation,698.1,529.656,,,1,6
devs_gen-glm-IOBS-run_03,1,1,241.3,241.3,241.258,0.042,1,6
devs_gen-glm-IOBS-run_03,1,2,59.2,59.2,59.089,0.111,1,6
devs_gen-glm-IOBS-run_03,1,full_generation,692.66,692.66,,,1,6
devs_gen-glm-IOBS-run_03,2,1,241.3,199.556,241.258,0.042,1,6
devs_gen-glm-IOBS-run_03,2,2,59.2,39.057,59.089,0.111,1,6
devs_gen-glm-IOBS-run_03,2,full_generation,692.66,630.773,,,1,6
