task_id,method,model,scenario,run,generated_code,fully_operational,score_ope,score_beh,generation_time_sec,generation_tokens
single_xdevs-qwen-StoreCashier-run_01,single_xdevs,qwen,StoreCashier,run_01,generated/single_xdevs/qwen/StoreCashier/run_01,0,0.0,0.0,57.67,5092
single_xdevs-qwen-StoreCashier-run_02,single_xdevs,qwen,StoreCashier,run_02,generated/single_xdevs/qwen/StoreCashier/run_02,0,0.0,0.0,51.2,4723
single_xdevs-qwen-StoreCashier-run_03,single_xdevs,qwen,StoreCashier,run_03,generated/single_xdevs/qwen/StoreCashier/run_03,0,0.0,0.0,57.63,4997
single_xdevs-qwen-barbershop-run_01,single_xdevs,qwen,barbershop,run_01,generated/single_xdevs/qwen/barbershop/run_01,0,0.0,0.0,29.01,0
single_xdevs-qwen-barbershop-run_02,single_xdevs,qwen,barbershop,run_02,generated/single_xdevs/qwen/barbershop/run_02,0,0.0,0.0,21.41,0
single_xdevs-qwen-barbershop-run_03,single_xdevs,qwen,barbershop,run_03,generated/single_xdevs/qwen/barbershop/run_03,0,0.0,0.0,67.8,0
single_xdevs-qwen-oft-run_01,single_xdevs,qwen,oft,run_01,generated/single_xdevs/qwen/oft/run_01,0,0.0,0.0,57.91,0
single_xdevs-qwen-oft-run_02,single_xdevs,qwen,oft,run_02,generated/single_xdevs/qwen/oft/run_02,0,0.0,0.0,45.07,0
single_xdevs-qwen-oft-run_03,single_xdevs,qwen,oft,run_03,generated/single_xdevs/qwen/oft/run_03,0,0.0,0.0,43.67,0
single_xdevs-gpt-ABP-run_01,single_xdevs,gpt,ABP,run_01,generated/single_xdevs/gpt/ABP/run_01,1,1.0,0.9936204473180774,0.13,0
single_xdevs-gpt-ABP-run_02,single_xdevs,gpt,ABP,run_02,generated/single_xdevs/gpt/ABP/run_02,1,1.0,0.9936204473180774,0.13,0
single_xdevs-gpt-ABP-run_03,single_xdevs,gpt,ABP,run_03,generated/single_xdevs/gpt/ABP/run_03,1,1.0,0.9936204473180774,121.88,0
single_xdevs-gpt-HouseHeating-run_01,single_xdevs,gpt,HouseHeating,run_01,generated/single_xdevs/gpt/HouseHeating/run_01,1,1.0,0.9985932067317653,39.45,4494
single_xdevs-gpt-HouseHeating-run_02,single_xdevs,gpt,HouseHeating,run_02,generated/single_xdevs/gpt/HouseHeating/run_02,1,1.0,0.9985932067317653,38.58,4471
single_xdevs-gpt-HouseHeating-run_03,single_xdevs,gpt,HouseHeating,run_03,generated/single_xdevs/gpt/HouseHeating/run_03,0,0.0,0.0,92.47,4983
single_xdevs-gpt-IOBS-run_01,single_xdevs,gpt,IOBS,run_01,generated/single_xdevs/gpt/IOBS/run_01,1,1.0,0.9255235774292581,171.82,0
single_xdevs-gpt-IOBS-run_02,single_xdevs,gpt,IOBS,run_02,generated/single_xdevs/gpt/IOBS/run_02,1,1.0,0.5181661057390595,175.6,0
single_xdevs-gpt-IOBS-run_03,single_xdevs,gpt,IOBS,run_03,generated/single_xdevs/gpt/IOBS/run_03,1,1.0,0.9442213218770652,194.02,0
single_xdevs-gpt-OTrain-run_01,single_xdevs,gpt,OTrain,run_01,generated/single_xdevs/gpt/OTrain/run_01,1,1.0,0.9820197907594266,0.25,0
single_xdevs-gpt-OTrain-run_02,single_xdevs,gpt,OTrain,run_02,generated/single_xdevs/gpt/OTrain/run_02,1,1.0,0.9821374992047687,0.25,0
single_xdevs-gpt-OTrain-run_03,single_xdevs,gpt,OTrain,run_03,generated/single_xdevs/gpt/OTrain/run_03,1,1.0,0.9921697724008111,182.95,0
single_xdevs-gpt-SA-run_01,single_xdevs,gpt,SA,run_01,generated/single_xdevs/gpt/SA/run_01,0,0.0,0.0,0.25,0
single_xdevs-gpt-SA-run_02,single_xdevs,gpt,SA,run_02,generated/single_xdevs/gpt/SA/run_02,0,0.0,0.0,0.25,0
single_xdevs-gpt-SA-run_03,single_xdevs,gpt,SA,run_03,generated/single_xdevs/gpt/SA/run_03,1,1.0,0.9668480853193399,234.61,0
single_xdevs-gpt-SAA-run_01,single_xdevs,gpt,SAA,run_01,generated/single_xdevs/gpt/SAA/run_01,1,1.0,0.9816666666666667,84.33,8179
single_xdevs-gpt-SAA-run_02,single_xdevs,gpt,SAA,run_02,generated/single_xdevs/gpt/SAA/run_02,0,0.1,0.1,61.4,6916
single_xdevs-gpt-SAA-run_03,single_xdevs,gpt,SAA,run_03,generated/single_xdevs/gpt/SAA/run_03,0,0.1,0.1,70.13,7124
single_xdevs-gpt-SEIRD-run_01,single_xdevs,gpt,SEIRD,run_01,generated/single_xdevs/gpt/SEIRD/run_01,1,1.0,0.9998566401438607,63.81,0
single_xdevs-gpt-SEIRD-run_02,single_xdevs,gpt,SEIRD,run_02,generated/single_xdevs/gpt/SEIRD/run_02,1,1.0,0.9998566401438607,63.81,0
single_xdevs-gpt-SEIRD-run_03,single_xdevs,gpt,SEIRD,run_03,generated/single_xdevs/gpt/SEIRD/run_03,1,1.0,0.9998566401438607,69.11,0
single_xdevs-gpt-StoreCashier-run_01,single_xdevs,gpt,StoreCashier,run_01,generated/single_xdevs/gpt/StoreCashier/run_01,0,0.0,0.0,67.86,7859
single_xdevs-gpt-StoreCashier-run_02,single_xdevs,gpt,StoreCashier,run_02,generated/single_xdevs/gpt/StoreCashier/run_02,1,1.0,0.9610063932980599,81.94,8619
single_xdevs-gpt-StoreCashier-run_03,single_xdevs,gpt,StoreCashier,run_03,generated/single_xdevs/gpt/StoreCashier/run_03,0,0.0,0.0,67.48,7175
single_xdevs-gpt-barbershop-run_01,single_xdevs,gpt,barbershop,run_01,generated/single_xdevs/gpt/barbershop/run_01,0,0.1111111111111111,0.1111111111111111,150.43,0
single_xdevs-gpt-barbershop-run_02,single_xdevs,gpt,barbershop,run_02,generated/single_xdevs/gpt/barbershop/run_02,0,0.1111111111111111,0.1111111111111111,159.16,0
single_xdevs-gpt-barbershop-run_03,single_xdevs,gpt,barbershop,run_03,generated/single_xdevs/gpt/barbershop/run_03,1,1.0,0.1111111111111111,142.45,0
single_xdevs-gpt-oft-run_01,single_xdevs,gpt,oft,run_01,generated/single_xdevs/gpt/oft/run_01,0,0.9090909090909091,0.8820797258297257,152.15,0
single_xdevs-gpt-oft-run_02,single_xdevs,gpt,oft,run_02,generated/single_xdevs/gpt/oft/run_02,0,0.0,0.0,195.62,0
single_xdevs-gpt-oft-run_03,single_xdevs,gpt,oft,run_03,generated/single_xdevs/gpt/oft/run_03,0,0.18181818181818182,0.1717171717171717,187.65,0
single_xdevs-llama-ABP-run_01,single_xdevs,llama,ABP,run_01,generated/single_xdevs/llama/ABP/run_01,0,0.0,0.0,34.59,0
single_xdevs-llama-ABP-run_02,single_xdevs,llama,ABP,run_02,generated/single_xdevs/llama/ABP/run_02,0,0.0,0.0,41.58,0
single_xdevs-llama-ABP-run_03,single_xdevs,llama,ABP,run_03,generated/single_xdevs/llama/ABP/run_03,0,0.0,0.0,45.02,0
single_xdevs-llama-HouseHeating-run_01,single_xdevs,llama,HouseHeating,run_01,generated/single_xdevs/llama/HouseHeating/run_01,0,0.0,0.0,20.92,3800
single_xdevs-llama-HouseHeating-run_02,single_xdevs,llama,HouseHeating,run_02,generated/single_xdevs/llama/HouseHeating/run_02,0,0.0,0.0,16.15,2975
single_xdevs-llama-HouseHeating-run_03,single_xdevs,llama,HouseHeating,run_03,generated/single_xdevs/llama/HouseHeating/run_03,0,0.0,0.0,18.48,3479
single_xdevs-llama-IOBS-run_01,single_xdevs,llama,IOBS,run_01,generated/single_xdevs/llama/IOBS/run_01,0,0.0,0.0,51.49,0
single_xdevs-llama-IOBS-run_02,single_xdevs,llama,IOBS,run_02,generated/single_xdevs/llama/IOBS/run_02,0,0.0,0.0,71.94,0
single_xdevs-llama-IOBS-run_03,single_xdevs,llama,IOBS,run_03,generated/single_xdevs/llama/IOBS/run_03,0,0.0,0.0,65.16,0
single_xdevs-llama-OTrain-run_01,single_xdevs,llama,OTrain,run_01,generated/single_xdevs/llama/OTrain/run_01,0,0.0,0.0,12.54,0
single_xdevs-llama-OTrain-run_02,single_xdevs,llama,OTrain,run_02,generated/single_xdevs/llama/OTrain/run_02,0,0.0,0.0,27.77,0
single_xdevs-llama-OTrain-run_03,single_xdevs,llama,OTrain,run_03,generated/single_xdevs/llama/OTrain/run_03,0,0.0,0.0,58.21,0
single_xdevs-llama-SA-run_01,single_xdevs,llama,SA,run_01,generated/single_xdevs/llama/SA/run_01,0,0.0,0.0,32.72,0
single_xdevs-llama-SA-run_02,single_xdevs,llama,SA,run_02,generated/single_xdevs/llama/SA/run_02,0,0.0,0.0,56.08,0
single_xdevs-llama-SA-run_03,single_xdevs,llama,SA,run_03,generated/single_xdevs/llama/SA/run_03,0,0.0,0.0,42.2,0
single_xdevs-llama-SAA-run_01,single_xdevs,llama,SAA,run_01,generated/single_xdevs/llama/SAA/run_01,0,0.0,0.0,19.66,3741
single_xdevs-llama-SAA-run_02,single_xdevs,llama,SAA,run_02,generated/single_xdevs/llama/SAA/run_02,0,0.0,0.0,106.33,3718
single_xdevs-llama-SAA-run_03,single_xdevs,llama,SAA,run_03,,0,0.0,0.0,15.99,
single_xdevs-llama-SEIRD-run_01,single_xdevs,llama,SEIRD,run_01,generated/single_xdevs/llama/SEIRD/run_01,0,0.0,0.0,10.46,0
single_xdevs-llama-SEIRD-run_02,single_xdevs,llama,SEIRD,run_02,generated/single_xdevs/llama/SEIRD/run_02,0,0.0,0.0,17.82,0
single_xdevs-llama-SEIRD-run_03,single_xdevs,llama,SEIRD,run_03,generated/single_xdevs/llama/SEIRD/run_03,0,0.0,0.0,27.22,0
single_xdevs-llama-StoreCashier-run_01,single_xdevs,llama,StoreCashier,run_01,generated/single_xdevs/llama/StoreCashier/run_01,0,0.0,0.0,37.23,4425
single_xdevs-llama-StoreCashier-run_02,single_xdevs,llama,StoreCashier,run_02,generated/single_xdevs/llama/StoreCashier/run_02,0,0.0,0.0,17.06,4070
single_xdevs-llama-StoreCashier-run_03,single_xdevs,llama,StoreCashier,run_03,,0,0.0,0.0,17.94,
single_xdevs-llama-barbershop-run_01,single_xdevs,llama,barbershop,run_01,generated/single_xdevs/llama/barbershop/run_01,0,0.0,0.0,22.06,0
single_xdevs-llama-barbershop-run_02,single_xdevs,llama,barbershop,run_02,generated/single_xdevs/llama/barbershop/run_02,0,0.0,0.0,40.75,0
single_xdevs-llama-barbershop-run_03,single_xdevs,llama,barbershop,run_03,generated/single_xdevs/llama/barbershop/run_03,0,0.0,0.0,36.02,0
single_xdevs-llama-oft-run_01,single_xdevs,llama,oft,run_01,generated/single_xdevs/llama/oft/run_01,0,0.0,0.0,39.33,0
single_xdevs-llama-oft-run_02,single_xdevs,llama,oft,run_02,generated/single_xdevs/llama/oft/run_02,0,0.0,0.0,58.66,0
single_xdevs-llama-oft-run_03,single_xdevs,llama,oft,run_03,generated/single_xdevs/llama/oft/run_03,0,0.0,0.0,19.15,0
